JCMT-183-GHz 2014-09-03
23:28:30.0 0.5271
23:28:29.0 0.5276
23:28:27.0 0.5283
23:28:26.0 0.5294
23:28:24.0 0.5048
23:28:23.0 0.5049
23:28:21.0 0.5049
23:28:20.0 0.5049
23:28:18.0 0.4926
23:28:17.0 0.4923
23:28:15.0 0.4920
23:28:14.0 0.4915
23:28:12.0 0.4393
23:28:11.0 0.4395
23:28:09.0 0.4395
23:28:08.0 0.4394
23:28:06.0 0.3241
23:28:05.0 0.3242
23:28:03.0 0.3245
23:28:02.0 0.3248
23:28:01.0 0.1755
23:27:59.0 0.1753
23:27:57.0 0.1749
23:27:56.0 0.1743
23:27:54.0 0.1149
23:27:53.0 0.1151
23:27:51.0 0.1155
23:27:50.0 0.1159
23:27:48.0 0.1163
23:27:47.0 0.1162
23:27:45.0 0.1162
23:27:44.0 0.1163
23:27:42.0 0.1167
23:27:41.0 0.1172
23:27:39.0 0.1178
23:27:38.0 0.1189
23:27:36.0 0.1154
23:27:35.0 0.1150
23:27:33.0 0.1146
23:27:32.0 0.1141
23:27:31.0 0.1162
23:27:29.0 0.1157
23:27:26.0 0.1150
23:27:24.0 0.1128
23:27:23.0 0.1122
23:27:20.0 0.1111
23:27:18.0 0.1132
23:27:17.0 0.1130
23:27:15.0 0.1128
23:27:14.0 0.1125
23:27:12.0 0.1127
23:27:11.0 0.1127
23:27:09.0 0.1127
23:27:08.0 0.1127
23:27:06.0 0.1140
23:27:05.0 0.1141
23:27:03.0 0.1143
23:27:02.0 0.1146
23:27:01.0 0.1152
23:26:57.0 0.1156
23:26:56.0 0.1164
23:26:54.0 0.1128
23:26:53.0 0.1123
23:26:51.0 0.1114
23:26:49.0 0.1122
23:26:47.0 0.1126
23:26:45.0 0.1131
23:26:44.0 0.1136
23:26:42.0 0.1163
23:26:41.0 0.1160
23:26:38.0 0.1155
23:26:36.0 0.1148
23:26:35.0 0.1144
23:26:33.0 0.1140
23:26:32.0 0.1135
23:26:30.0 0.1138
23:26:27.0 0.1141
23:26:26.0 0.1145
23:26:24.0 0.1133
23:26:23.0 0.1136
23:26:21.0 0.1140
23:26:20.0 0.1147
23:26:18.0 0.1137
23:26:17.0 0.1133
23:26:15.0 0.1129
23:26:14.0 0.1126
23:26:12.0 0.1105
23:26:09.0 0.1106
23:26:07.0 0.1116
23:26:05.0 0.1115
23:26:02.0 0.1117
23:25:59.0 0.1101
23:25:57.0 0.1103
23:25:55.0 0.1105
23:25:54.0 0.1095
23:25:52.0 0.1098
23:25:50.0 0.1102
23:25:48.0 0.1098
23:25:47.0 0.1100
23:25:45.0 0.1103
23:25:44.0 0.1107
23:25:42.0 0.1094
23:25:41.0 0.1098
23:25:38.0 0.1103
23:25:36.0 0.1086
23:25:35.0 0.1091
23:25:33.0 0.1096
23:25:32.0 0.1101
23:25:30.0 0.1133
23:25:28.0 0.1131
23:25:26.0 0.1129
