JCMT-183-GHz 2014-09-07
21:14:07.0 0.6096
21:14:06.0 0.6092
21:14:04.0 0.6086
21:14:03.0 0.6079
21:14:01.0 0.5362
21:14:00.0 0.5361
21:13:58.0 0.5359
21:13:57.0 0.5355
21:13:55.0 0.2872
21:13:54.0 0.2873
21:13:52.0 0.2873
21:13:51.0 0.2873
21:13:50.0 0.2641
21:13:48.0 0.2644
21:13:46.0 0.2650
21:13:45.0 0.2662
21:13:43.0 0.2599
21:13:42.0 0.2602
21:13:40.0 0.2606
21:13:39.0 0.2611
21:13:38.0 0.2611
21:13:36.0 0.2610
21:13:34.0 0.2611
21:13:33.0 0.2611
21:13:31.0 0.2560
21:13:30.0 0.2559
21:13:28.0 0.2555
21:13:27.0 0.2547
21:13:25.0 0.2608
21:13:24.0 0.2610
21:13:22.0 0.2612
21:13:20.0 0.2615
21:13:19.0 0.2681
21:13:17.0 0.2690
21:13:15.0 0.2703
21:13:13.0 0.2646
21:13:12.0 0.2637
21:13:10.0 0.2626
21:13:09.0 0.2609
21:13:07.0 0.2638
21:13:06.0 0.2639
21:13:04.0 0.2643
21:13:03.0 0.2650
21:13:01.0 0.2663
21:13:00.0 0.2662
21:12:58.0 0.2660
21:12:57.0 0.2657
21:12:55.0 0.2707
21:12:54.0 0.2707
21:12:52.0 0.2707
21:12:51.0 0.2705
21:12:49.0 0.2713
21:12:48.0 0.2709
21:12:46.0 0.2705
21:12:45.0 0.2699
21:12:43.0 0.2719
21:12:42.0 0.2720
21:12:40.0 0.2724
21:12:37.0 0.2711
21:12:36.0 0.2719
21:12:34.0 0.2727
21:12:33.0 0.2737
21:12:31.0 0.2747
21:12:30.0 0.2739
21:12:28.0 0.2728
21:12:27.0 0.2713
21:12:25.0 0.2750
21:12:24.0 0.2751
21:12:22.0 0.2752
21:12:21.0 0.2757
21:12:19.0 0.2749
21:12:18.0 0.2763
21:12:16.0 0.2783
21:12:15.0 0.2813
21:12:13.0 0.2819
21:12:12.0 0.2820
21:12:10.0 0.2823
21:12:09.0 0.2825
21:12:07.0 0.2847
21:12:06.0 0.2842
21:12:04.0 0.2833
21:12:03.0 0.2819
21:12:01.0 0.2852
21:12:00.0 0.2860
21:11:58.0 0.2871
21:11:56.0 0.2890
21:11:55.0 0.2865
21:11:53.0 0.2864
21:11:51.0 0.2863
21:11:49.0 0.2872
21:11:48.0 0.2878
21:11:46.0 0.2885
21:11:45.0 0.2894
21:11:43.0 0.2939
21:11:42.0 0.2931
21:11:40.0 0.2920
21:11:39.0 0.2906
21:11:37.0 0.2923
21:11:36.0 0.2920
21:11:34.0 0.2915
21:11:33.0 0.2910
21:11:31.0 0.2940
21:11:30.0 0.2945
21:11:28.0 0.2952
21:11:27.0 0.2965
21:11:26.0 0.2920
21:11:24.0 0.2926
21:11:23.0 0.2934
21:11:19.0 0.2937
21:11:18.0 0.2929
21:11:16.0 0.2916
21:11:15.0 0.2895
21:11:13.0 0.2916
21:11:10.0 0.2925
21:11:09.0 0.2940
21:11:07.0 0.2939
21:11:06.0 0.2946
21:11:04.0 0.2956
21:11:03.0 0.2972
21:11:01.0 0.2955
21:11:00.0 0.2970
21:10:58.0 0.2993
21:10:55.0 0.2977
21:10:52.0 0.2987
21:10:51.0 0.3000
21:10:49.0 0.3013
21:10:48.0 0.3013
21:10:46.0 0.3012
21:10:44.0 0.3010
21:10:42.0 0.2899
21:10:40.0 0.2895
21:10:39.0 0.2889
