JCMT-183-GHz 2014-09-10
19:15:26.0 0.6065
19:15:24.0 0.6075
19:15:23.0 0.6090
19:15:21.0 0.6112
19:15:20.0 0.5574
19:15:18.0 0.5570
19:15:17.0 0.5563
19:15:15.0 0.5552
19:15:14.0 0.4523
19:15:12.0 0.4523
19:15:11.0 0.4525
19:15:10.0 0.4527
19:15:08.0 0.2336
19:15:06.0 0.2334
19:15:05.0 0.2332
19:15:03.0 0.2328
19:15:02.0 0.1654
19:15:00.0 0.1656
19:14:59.0 0.1659
19:14:58.0 0.1662
19:14:56.0 0.1673
19:14:55.0 0.1673
19:14:53.0 0.1674
19:14:51.0 0.1676
19:14:49.0 0.1647
19:14:48.0 0.1649
19:14:46.0 0.1651
19:14:44.0 0.1672
19:14:42.0 0.1676
19:14:39.0 0.1681
19:14:38.0 0.1682
19:14:36.0 0.1681
19:14:35.0 0.1679
19:14:33.0 0.1676
19:14:31.0 0.1692
19:14:30.0 0.1703
19:14:28.0 0.1719
19:14:26.0 0.1700
19:14:24.0 0.1688
19:14:23.0 0.1675
19:14:21.0 0.1658
19:14:20.0 0.1654
19:14:18.0 0.1657
19:14:17.0 0.1661
19:14:15.0 0.1666
19:14:14.0 0.1651
19:14:12.0 0.1653
19:14:11.0 0.1656
19:14:09.0 0.1660
19:14:08.0 0.1670
19:14:06.0 0.1675
19:14:05.0 0.1681
19:14:03.0 0.1688
19:14:02.0 0.1671
19:14:00.0 0.1670
19:13:59.0 0.1668
19:13:57.0 0.1663
19:13:55.0 0.1677
19:13:54.0 0.1674
19:13:51.0 0.1669
19:13:50.0 0.1686
19:13:48.0 0.1689
19:13:47.0 0.1693
19:13:45.0 0.1698
19:13:44.0 0.1697
19:13:42.0 0.1696
19:13:41.0 0.1694
19:13:39.0 0.1690
19:13:38.0 0.1684
19:13:36.0 0.1687
19:13:35.0 0.1690
19:13:33.0 0.1692
19:13:32.0 0.1726
19:13:30.0 0.1720
19:13:29.0 0.1712
19:13:27.0 0.1705
19:13:26.0 0.1671
19:13:24.0 0.1671
19:13:23.0 0.1673
19:13:21.0 0.1678
19:13:20.0 0.1669
19:13:18.0 0.1671
19:13:17.0 0.1675
19:13:15.0 0.1683
19:13:14.0 0.1698
19:13:12.0 0.1693
19:13:11.0 0.1688
19:13:09.0 0.1680
19:13:06.0 0.1652
19:13:05.0 0.1651
19:13:03.0 0.1651
19:13:00.0 0.1653
19:12:56.0 0.1664
19:12:54.0 0.1663
19:12:53.0 0.1662
19:12:51.0 0.1659
19:12:50.0 0.1662
19:12:48.0 0.1665
19:12:47.0 0.1669
19:12:45.0 0.1673
19:12:44.0 0.1674
19:12:42.0 0.1670
19:12:41.0 0.1663
19:12:39.0 0.1651
19:12:38.0 0.1670
19:12:36.0 0.1662
19:12:35.0 0.1652
19:12:32.0 0.1672
19:12:30.0 0.1676
19:12:29.0 0.1681
19:12:28.0 0.1688
19:12:26.0 0.1685
19:12:25.0 0.1687
19:12:23.0 0.1691
19:12:21.0 0.1695
19:12:20.0 0.1682
19:12:18.0 0.1680
19:12:17.0 0.1677
19:12:15.0 0.1672
19:12:14.0 0.1693
19:12:12.0 0.1695
19:12:11.0 0.1697
19:12:10.0 0.1700
19:12:08.0 0.1708
19:12:07.0 0.1707
19:12:05.0 0.1706
19:12:03.0 0.1704
19:12:02.0 0.1699
19:12:00.0 0.1694
19:11:59.0 0.1687
19:11:57.0 0.1680
19:11:56.0 0.1684
19:11:54.0 0.1686
19:11:53.0 0.1689
19:11:51.0 0.1693
19:11:50.0 0.1695
19:11:48.0 0.1695
19:11:47.0 0.1694
19:11:45.0 0.1691
19:11:44.0 0.1687
19:11:42.0 0.1686
19:11:41.0 0.1685
19:11:39.0 0.1683
19:11:38.0 0.1687
19:11:36.0 0.1689
19:11:35.0 0.1695
19:11:33.0 0.1704
19:11:32.0 0.1690
19:11:30.0 0.1697
19:11:29.0 0.1706
19:11:27.0 0.1718
19:11:26.0 0.1699
19:11:24.0 0.1697
19:11:23.0 0.1694
19:11:21.0 0.1689
19:11:20.0 0.1683
19:11:18.0 0.1677
19:11:17.0 0.1668
19:11:15.0 0.1655
19:11:14.0 0.1668
19:11:12.0 0.1662
19:11:10.0 0.1654
19:11:06.0 0.1640
19:11:05.0 0.1648
19:11:04.0 0.1659
19:11:02.0 0.1660
19:11:01.0 0.1657
19:10:59.0 0.1652
19:10:57.0 0.1645
19:10:56.0 0.1642
19:10:54.0 0.1643
19:10:53.0 0.1645
19:10:51.0 0.1647
19:10:50.0 0.1641
19:10:48.0 0.1638
19:10:47.0 0.1633
19:10:45.0 0.1626
19:10:43.0 0.1635
19:10:42.0 0.1634
19:10:40.0 0.1634
19:10:38.0 0.1638
19:10:36.0 0.1644
19:10:35.0 0.1651
19:10:33.0 0.1660
19:10:32.0 0.1652
19:10:30.0 0.1648
19:10:28.0 0.1643
19:10:26.0 0.1657
19:10:24.0 0.1656
19:10:23.0 0.1653
19:10:21.0 0.1651
19:10:20.0 0.1639
19:10:18.0 0.1639
19:10:17.0 0.1638
19:10:16.0 0.1636
19:10:14.0 0.1652
19:10:13.0 0.1654
19:10:11.0 0.1658
19:10:09.0 0.1664
19:10:08.0 0.1662
19:10:06.0 0.1660
19:10:05.0 0.1660
19:10:03.0 0.1662
19:10:02.0 0.1649
19:10:00.0 0.1650
19:09:59.0 0.1650
19:09:58.0 0.1647
19:09:56.0 0.1644
19:09:53.0 0.1645
19:09:50.0 0.1640
19:09:48.0 0.1635
19:09:47.0 0.1628
19:09:45.0 0.1616
19:09:43.0 0.1632
19:09:41.0 0.1636
19:09:39.0 0.1639
19:09:38.0 0.1656
19:09:36.0 0.1659
19:09:35.0 0.1665
19:09:33.0 0.1674
19:09:32.0 0.1654
19:09:30.0 0.1649
19:09:29.0 0.1643
19:09:27.0 0.1635
19:09:25.0 0.1639
19:09:24.0 0.1642
19:09:21.0 0.1646
19:09:20.0 0.1630
19:09:18.0 0.1635
19:09:17.0 0.1641
19:09:15.0 0.1651
19:09:14.0 0.1635
19:09:12.0 0.1635
19:09:11.0 0.1635
19:09:09.0 0.1633
19:09:07.0 0.1624
19:09:05.0 0.1617
19:09:03.0 0.1608
19:09:02.0 0.1613
19:09:00.0 0.1614
19:08:57.0 0.1616
19:08:55.0 0.1652
19:08:54.0 0.1656
19:08:51.0 0.1662
19:08:50.0 0.1634
19:08:48.0 0.1634
19:08:47.0 0.1635
19:08:45.0 0.1636
19:08:43.0 0.1632
19:08:41.0 0.1633
19:08:39.0 0.1635
19:08:38.0 0.1625
19:08:36.0 0.1623
19:08:35.0 0.1620
19:08:33.0 0.1614
19:08:32.0 0.1631
19:08:30.0 0.1628
19:08:29.0 0.1623
19:08:27.0 0.1616
19:08:26.0 0.1619
19:08:24.0 0.1624
19:08:23.0 0.1631
19:08:21.0 0.1641
19:08:20.0 0.1643
19:08:18.0 0.1636
19:08:17.0 0.1627
19:08:15.0 0.1616
19:08:14.0 0.1626
19:08:12.0 0.1628
19:08:11.0 0.1629
19:08:09.0 0.1631
19:08:07.0 0.1658
19:08:05.0 0.1657
19:08:04.0 0.1658
19:08:00.0 0.1640
19:07:59.0 0.1642
19:07:57.0 0.1644
19:07:54.0 0.1641
19:07:53.0 0.1640
19:07:51.0 0.1639
19:07:50.0 0.1636
19:07:48.0 0.1635
19:07:47.0 0.1632
19:07:45.0 0.1627
19:07:44.0 0.1652
19:07:42.0 0.1651
19:07:41.0 0.1651
19:07:39.0 0.1653
19:07:38.0 0.1649
19:07:36.0 0.1643
19:07:35.0 0.1636
19:07:33.0 0.1627
19:07:32.0 0.1629
19:07:30.0 0.1635
19:07:29.0 0.1641
19:07:27.0 0.1648
19:07:26.0 0.1635
19:07:24.0 0.1632
19:07:23.0 0.1628
19:07:21.0 0.1622
19:07:18.0 0.1613
19:07:17.0 0.1616
19:07:15.0 0.1619
19:07:14.0 0.1650
19:07:12.0 0.1653
19:07:11.0 0.1657
19:07:09.0 0.1662
19:07:08.0 0.1654
19:07:06.0 0.1653
19:07:05.0 0.1653
19:07:03.0 0.1655
19:07:00.0 0.1644
19:06:59.0 0.1633
19:06:57.0 0.1615
19:06:55.0 0.1604
19:06:51.0 0.1601
19:06:50.0 0.1614
19:06:48.0 0.1614
19:06:47.0 0.1615
19:06:45.0 0.1617
19:06:44.0 0.1639
19:06:42.0 0.1647
19:06:41.0 0.1660
19:06:38.0 0.1626
19:06:36.0 0.1622
19:06:35.0 0.1616
19:06:33.0 0.1608
19:06:31.0 0.1646
19:06:29.0 0.1653
19:06:27.0 0.1663
19:06:26.0 0.1661
19:06:24.0 0.1669
19:06:21.0 0.1679
19:06:20.0 0.1661
19:06:18.0 0.1660
19:06:17.0 0.1660
19:06:15.0 0.1661
19:06:14.0 0.1649
19:06:12.0 0.1648
19:06:11.0 0.1646
19:06:06.0 0.1659
19:06:05.0 0.1648
19:06:04.0 0.1632
19:06:02.0 0.1660
19:06:00.0 0.1662
19:05:59.0 0.1665
19:05:57.0 0.1670
19:05:56.0 0.1648
19:05:54.0 0.1644
19:05:53.0 0.1640
19:05:51.0 0.1636
19:05:50.0 0.1663
19:05:48.0 0.1665
19:05:47.0 0.1668
19:05:45.0 0.1673
19:05:44.0 0.1661
19:05:42.0 0.1665
19:05:41.0 0.1670
19:05:39.0 0.1677
19:05:38.0 0.1676
19:05:36.0 0.1674
19:05:35.0 0.1671
19:05:33.0 0.1667
19:05:32.0 0.1671
19:05:30.0 0.1674
19:05:29.0 0.1677
19:05:27.0 0.1680
19:05:26.0 0.1701
19:05:24.0 0.1700
19:05:23.0 0.1700
19:05:21.0 0.1701
19:05:20.0 0.1678
19:05:18.0 0.1677
19:05:17.0 0.1676
19:05:15.0 0.1672
19:05:14.0 0.1707
19:05:12.0 0.1707
19:05:11.0 0.1710
19:05:09.0 0.1718
19:05:07.0 0.1668
19:05:05.0 0.1673
19:05:04.0 0.1678
19:05:02.0 0.1698
19:05:00.0 0.1698
19:04:59.0 0.1697
19:04:57.0 0.1696
19:04:56.0 0.1695
19:04:54.0 0.1693
19:04:53.0 0.1689
19:04:51.0 0.1684
19:04:50.0 0.1703
19:04:48.0 0.1707
19:04:47.0 0.1714
19:04:45.0 0.1723
19:04:44.0 0.1707
19:04:42.0 0.1706
19:04:41.0 0.1703
19:04:39.0 0.1698
19:04:38.0 0.1704
19:04:36.0 0.1702
19:04:35.0 0.1700
19:04:33.0 0.1695
19:04:32.0 0.1669
19:04:30.0 0.1667
19:04:29.0 0.1665
19:04:27.0 0.1664
19:04:26.0 0.1670
19:04:24.0 0.1664
19:04:23.0 0.1658
19:04:21.0 0.1649
19:04:20.0 0.1676
19:04:18.0 0.1671
19:04:17.0 0.1667
19:04:15.0 0.1662
19:04:14.0 0.1660
19:04:12.0 0.1649
19:04:11.0 0.1638
19:04:09.0 0.1626
19:04:08.0 0.1635
19:04:06.0 0.1625
